,Row ID,Order Date,Contact Name,Country,City,Continent,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Sub_Discount,Profit,Outlier_Type,Ratio Profit
2207,2208,2020-07-14,Donna Bailey,Australia,Melbourne,Asian,ANZ,Exxon Mobil,1034,Energy,Enterprise,Site Analytics,YG4SZN9KPW,38.272,4,20.0,Lower,3.8272,No Outlier,10.0
2208,2209,2021-08-22,Peter Quinn,United Kingdom,London,Europe,UKIR,Walgreens,1095,Retail,Enterprise,ChatBot Plugin,G5FGS2HTAZ,16.52,4,0.0,Normal Price,7.5992,No Outlier,46.0
2209,2210,2020-11-14,Lucas Oliver,Saudi Arabia,Riyadh,Europe,MEA,Panasonic,1091,Tech,SMB,Site Analytics,4CD95296HK,832.93,7,0.0,Normal Price,233.2204,Positive Outlier,28.000000000000004
2210,2211,2020-11-14,Lucas Oliver,Saudi Arabia,Riyadh,Europe,MEA,Panasonic,1091,Tech,SMB,ContactMatcher,D62L5762F1,43.8,10,0.0,Normal Price,21.024,Positive Outlier,48.00000000000001
2211,2212,2022-11-28,Gordon Chapman,Brazil,Brasília,America,LATAM,Itochu,1032,Finance,Strategic,OneView,T1WX3Y74OP,167.292,6,10.0,Lower,29.7408,No Outlier,17.77777777777778
2212,2213,2023-11-22,Luke Davidson,United Kingdom,London,Europe,UKIR,Ford Motor,1009,Manufacturing,SMB,SaaS Connector Pack,SPPH8US3ZK,27.42,1,0.0,Normal Price,11.2422,No Outlier,41.0
2213,2214,2023-10-02,Frank Piper,United States,Chicago,America,NAMER,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,F8W0MIDGC3,1.44,1,20.0,Lower,0.504,No Outlier,35.0
2214,2215,2023-10-02,Frank Piper,United States,Chicago,America,NAMER,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,Z1UMLZQ8B4,61.776,13,20.0,Lower,20.8494,Positive Outlier,33.75
2215,2216,2023-10-02,Frank Piper,United States,Chicago,America,NAMER,AmerisourceBergen,1007,Healthcare,SMB,OneView,NTZIDG02OZ,241.96,2,0.0,Normal Price,60.49,No Outlier,25.0
2216,2217,2023-10-02,Frank Piper,United States,Chicago,America,NAMER,AmerisourceBergen,1007,Healthcare,SMB,FinanceHub,JL5J4W5BCG,108.608,4,20.0,Lower,9.5032,No Outlier,8.75
2217,2218,2020-09-20,Victoria Wilkins,Germany,Berlin,Europe,EU-WEST,Valero Energy,1093,Energy,Strategic,ChatBot Plugin,29QKT0CQOG,2.816,2,20.0,Lower,0.9856,No Outlier,35.0
2218,2219,2023-07-29,Sophie Pullman,United States,Los Angeles,America,NAMER,Bank of America Corp.,1011,Finance,Strategic,ContactMatcher,KQD0GQSXT2,9.984,4,20.0,Lower,3.6192,No Outlier,36.25000000000001
2219,2220,2023-07-29,Sophie Pullman,United States,Los Angeles,America,NAMER,Bank of America Corp.,1011,Finance,Strategic,Marketing Suite - Gold,U8ZHRJA37Q,14.98,1,0.0,Normal Price,4.1944,No Outlier,27.999999999999996
2220,2221,2023-07-29,Sophie Pullman,United States,Los Angeles,America,NAMER,Bank of America Corp.,1011,Finance,Strategic,Site Analytics,4UL5KKXQ2W,1145.6,4,20.0,Lower,100.24,Positive Outlier,8.75
2221,2222,2021-12-06,Paul Harris,Mexico,Mexico City,America,LATAM,PepsiCo,1073,Consumer Products,SMB,Site Analytics,QCK58SXW5S,485.94,2,40.0,Middle,-89.089,Negative Outlier,-18.333333333333332
2222,2223,2021-12-06,Paul Harris,Mexico,Mexico City,America,LATAM,PepsiCo,1073,Consumer Products,SMB,ChatBot Plugin,HYMA79Z4JX,37.376,8,20.0,Lower,4.672,No Outlier,12.5
2223,2224,2021-12-06,Paul Harris,Mexico,Mexico City,America,LATAM,PepsiCo,1073,Consumer Products,SMB,FinanceHub,IMGHW3IKZ6,70.686,1,30.0,Middle,-24.2352,No Outlier,-34.28571428571428
2224,2225,2023-08-01,Lily Paterson,France,Paris,Europe,EU-WEST,Carrefour,1048,Retail,Strategic,Support,TC706G81TW,54.816,3,20.0,Lower,17.8152,No Outlier,32.5
2225,2226,2022-03-20,Warren Butler,Russia,Moscow,Europe,EU-EAST,Aviva,1006,Finance,SMB,Marketing Suite,O5N0F3UKF5,72.294,1,70.0,Higher,-98.8018,Negative Outlier,-136.66666666666666
2226,2227,2023-07-30,Richard Davidson,Japan,Chiba,Asian,JAPN,Intel,1051,Tech,Strategic,Storage,BK0V36N1TR,2.896,2,20.0,Lower,0.4706,No Outlier,16.25
2227,2228,2023-07-30,Richard Davidson,Japan,Chiba,Asian,JAPN,Intel,1051,Tech,Strategic,Site Analytics,30IC0ESWKH,124.792,1,20.0,Lower,15.599,No Outlier,12.5
2228,2229,2022-10-02,Una Mackay,United Kingdom,London,Europe,UKIR,Intel,1051,Tech,SMB,ContactMatcher,F2QP2FLG9V,330.588,1,40.0,Middle,-115.7058,Negative Outlier,-35.0
2229,2230,2020-03-31,Kimberly Short,United States,Los Angeles,America,NAMER,Chevron,1017,Energy,SMB,ContactMatcher,6451GF7VD8,673.568,2,20.0,Lower,252.588,Positive Outlier,37.5
2230,2231,2020-03-31,Kimberly Short,United States,Los Angeles,America,NAMER,Chevron,1017,Energy,SMB,OneView,W8KM7IREVC,52.98,2,0.0,Normal Price,14.8344,No Outlier,28.000000000000004
2231,2232,2023-06-27,Leonard Poole,India,Delhi,Asian,IND,Trafigura Group,1100,Finance,SMB,SaaS Connector Pack,KSAPZ00BQR,526.45,5,0.0,Normal Price,31.587,Positive Outlier,6.0
2232,2233,2023-07-10,Grace Butler,Australia,Sydney,Asian,ANZ,Mondelez International,1067,Consumer Products,SMB,Marketing Suite - Gold,HPY9Q3XF1T,228.92,5,20.0,Lower,14.3075,No Outlier,6.25
2233,2234,2021-12-14,Deirdre Sharp,Belgium,Brussels,Europe,EU-WEST,Bank of America Corp.,1011,Finance,SMB,Site Analytics,R2U9TUWP2O,319.968,4,20.0,Lower,35.9964,No Outlier,11.25
2234,2235,2023-12-06,Pippa Hunter,Egypt,Cairo,Europe,MEA,Samsung Electronics,1015,Tech,Strategic,Data Smasher,T0U43N7WZ0,205.03,7,0.0,Normal Price,67.6599,No Outlier,32.99999999999999
2235,2236,2021-09-15,Owen Ellison,India,Delhi,Asian,IND,Johnson & Johnson,1055,Healthcare,SMB,Marketing Suite - Gold,LPYAP3CVYQ,190.86,2,0.0,Normal Price,11.4516,No Outlier,5.999999999999999
2236,2237,2021-09-15,Owen Ellison,India,Delhi,Asian,IND,Johnson & Johnson,1055,Healthcare,SMB,ChatBot Plugin,JOEW2UWUMA,24.32,8,0.0,Normal Price,8.2688,No Outlier,34.0
2237,2238,2022-07-16,Max Skinner,Turkey,Ankara,Europe,MEA,Bank of America Corp.,1011,Finance,Enterprise,Support,2UQW67UFJ7,44.4,5,0.0,Normal Price,12.432,No Outlier,28.000000000000004
2238,2239,2023-04-21,Liam Young,Australia,Sydney,Asian,ANZ,FedEx,1036,Transportation,Enterprise,SaaS Connector Pack,ATCKPPWL1S,44.4,2,60.0,Higher,-52.17,Negative Outlier,-117.5
2239,2240,2022-11-16,Connor Morrison,United States,New York City,America,NAMER,Humana,1049,Healthcare,SMB,ContactMatcher,8RJJRENO3A,1016.792,1,20.0,Lower,381.297,Positive Outlier,37.5
2240,2241,2022-11-16,Connor Morrison,United States,New York City,America,NAMER,Humana,1049,Healthcare,SMB,ContactMatcher,01TBXSQ8G3,38.136,7,20.0,Lower,13.3476,No Outlier,35.0
2241,2242,2022-11-27,Owen Ellison,France,Paris,Europe,EU-WEST,Johnson & Johnson,1055,Healthcare,SMB,Site Analytics,GBTZ75MSTV,494.982,3,40.0,Middle,-115.4958,Negative Outlier,-23.333333333333332
2242,2243,2023-11-22,Andrew Sanderson,United States,Newark,America,NAMER,Banco Santander,1101,Finance,Enterprise,Marketing Suite - Gold,026DP7RCXH,56.56,2,0.0,Normal Price,15.2712,No Outlier,27.0
2243,2244,2023-11-22,Andrew Sanderson,United States,Newark,America,NAMER,Banco Santander,1101,Finance,Enterprise,ChatBot Plugin,QH25HS2ZFM,5.56,2,0.0,Normal Price,1.4456,No Outlier,26.0
2244,2245,2023-11-22,Andrew Sanderson,United States,Newark,America,NAMER,Banco Santander,1101,Finance,Enterprise,Storage,MMHIQ0KCA8,9.02,2,0.0,Normal Price,3.5178,No Outlier,39.0
2245,2246,2023-11-22,Andrew Sanderson,United States,Newark,America,NAMER,Banco Santander,1101,Finance,Enterprise,OneView,EHFJ4ZJDER,8.62,1,0.0,Normal Price,2.2412,No Outlier,26.0
2246,2247,2023-11-22,Andrew Sanderson,United States,Newark,America,NAMER,Banco Santander,1101,Finance,Enterprise,Site Analytics,NRSIAYO5AG,659.976,3,20.0,Lower,49.4982,Positive Outlier,7.5
2247,2248,2021-02-15,Amelia Chapman,United States,New York City,America,NAMER,Bosch,1076,Tech,SMB,Support,WRF2K8DBJ5,13.36,2,0.0,Normal Price,6.4128,No Outlier,48.0
2248,2249,2021-02-15,Amelia Chapman,United States,New York City,America,NAMER,Bosch,1076,Tech,SMB,ContactMatcher,T4M65EH8WB,41.72,5,20.0,Lower,13.0375,No Outlier,31.25
2249,2250,2021-02-15,Amelia Chapman,United States,New York City,America,NAMER,Bosch,1076,Tech,SMB,ContactMatcher,16UCX61YKT,11.52,5,20.0,Lower,4.176,No Outlier,36.25000000000001
2250,2251,2021-02-15,Amelia Chapman,United States,New York City,America,NAMER,Bosch,1076,Tech,SMB,OneView,678Q6FHE7Y,541.44,6,0.0,Normal Price,157.0176,Positive Outlier,28.999999999999993
2251,2252,2021-02-15,Amelia Chapman,United States,New York City,America,NAMER,Bosch,1076,Tech,SMB,Support,24WKKD06KV,19.44,3,0.0,Normal Price,9.3312,No Outlier,48.00000000000001
2252,2253,2022-04-16,Warren McGrath,United States,Seattle,America,NAMER,Huawei,1086,Tech,Enterprise,Support,7F8194IMR7,143.7,3,0.0,Normal Price,68.976,No Outlier,48.00000000000001
2253,2254,2021-09-28,Ruth Vaughan,United States,Los Angeles,America,NAMER,Ford Motor,1009,Manufacturing,Strategic,OneView,QCCF453KAB,43.26,3,0.0,Normal Price,14.2758,No Outlier,33.0
2254,2255,2021-09-28,Ruth Vaughan,United States,Los Angeles,America,NAMER,Ford Motor,1009,Manufacturing,Strategic,OneView,TEKTHB3JZ0,43.56,2,0.0,Normal Price,15.246,No Outlier,35.0
2255,2256,2022-09-18,Richard Davidson,Denmark,Copenhagen,Europe,EU-WEST,Intel,1051,Tech,Strategic,Site Analytics,4T5QJMKZIX,437.85,3,0.0,Normal Price,131.355,Positive Outlier,29.999999999999993
2256,2257,2022-09-18,Richard Davidson,Denmark,Copenhagen,Europe,EU-WEST,Intel,1051,Tech,Strategic,SaaS Connector Pack,H4LT86ONB7,109.48,2,0.0,Normal Price,33.9388,No Outlier,31.0
2257,2258,2023-06-17,Anthony Clark,United States,Los Angeles,America,NAMER,Honda Motor,1045,Manufacturing,SMB,FinanceHub,4WOVYPMRIV,1212.96,7,20.0,Lower,90.972,Positive Outlier,7.5
2258,2259,2023-06-17,Anthony Clark,United States,Los Angeles,America,NAMER,Honda Motor,1045,Manufacturing,SMB,Support,NKLVPZB3GJ,18.54,2,0.0,Normal Price,8.7138,No Outlier,47.00000000000001
2259,2260,2021-11-08,Andrea Hill,United States,Seattle,America,NAMER,Cisco Systems,1019,Tech,Enterprise,Storage,6X6O6SWX0B,5.0,1,0.0,Normal Price,2.4,No Outlier,48.0
2260,2261,2021-11-08,Andrea Hill,United States,Seattle,America,NAMER,Cisco Systems,1019,Tech,Enterprise,Data Smasher,PEL7V77GPY,371.97,3,0.0,Normal Price,66.9546,No Outlier,18.0
2261,2262,2021-12-18,Blake Short,United Kingdom,London,Europe,UKIR,Carrefour,1048,Retail,SMB,Data Smasher,MRMWZKC049,166.24,1,0.0,Normal Price,24.936,No Outlier,15.0
2262,2263,2023-02-07,Donna Hemmings,Spain,Madrid,Europe,EU-WEST,Engie,1062,Energy,SMB,Marketing Suite,L38OXHJIT5,359.97,3,0.0,Normal Price,79.1934,Positive Outlier,21.999999999999996
2263,2264,2022-11-15,Irene Clark,Finland,Helsinki,Europe,NOR,Comcast,1022,Communications,SMB,Data Smasher,5361E0WWKI,499.98,2,0.0,Normal Price,114.9954,Positive Outlier,23.0
2264,2265,2022-11-15,Irene Clark,Finland,Helsinki,Europe,NOR,Comcast,1022,Communications,SMB,Support,IZDOHMSGA6,5.28,1,0.0,Normal Price,2.376,No Outlier,44.99999999999999
2265,2266,2022-11-15,Irene Clark,Finland,Helsinki,Europe,NOR,Comcast,1022,Communications,SMB,ContactMatcher,IQGG6L5TV5,8.26,2,0.0,Normal Price,3.8822,No Outlier,47.0
2266,2267,2023-10-13,Diane Murray,Sweden,Gothenburg,Europe,NOR,Anthem,1029,Healthcare,Enterprise,Support,S5PR2OECZ3,7.968,2,20.0,Lower,2.6892,No Outlier,33.75
2267,2268,2023-09-18,Steven Rees,Canada,Toronto,America,NAMER,Siemens,1043,Manufacturing,SMB,Support,H2QNW8TJ0D,12.96,2,0.0,Normal Price,6.3504,No Outlier,48.99999999999999
2268,2269,2023-12-21,Phil Dowd,United Kingdom,Liverpool,Europe,UKIR,AT&T,1010,Communications,Strategic,Support,0P5R5GUPER,6.48,1,0.0,Normal Price,3.1104,No Outlier,47.99999999999999
2269,2270,2023-12-21,Phil Dowd,United Kingdom,Liverpool,Europe,UKIR,AT&T,1010,Communications,Strategic,ContactMatcher,89HO35S80U,6.984,1,20.0,Lower,2.3571,No Outlier,33.75
2270,2271,2023-12-03,Julian Nash,Germany,Hamburg,Europe,EU-WEST,Amazon,1004,Tech,Strategic,ChatBot Plugin,CG6IGBGY75,47.96,5,20.0,Lower,4.1965,No Outlier,8.75
2271,2272,2021-09-21,Warren Forsyth,Canada,Toronto,America,NAMER,Chevron,1017,Energy,SMB,Marketing Suite - Gold,JTAMX1VP87,199.74,6,0.0,Normal Price,47.9376,No Outlier,24.000000000000004
2272,2273,2021-03-06,Kevin Morrison,United States,Los Angeles,America,NAMER,AmerisourceBergen,1007,Healthcare,SMB,SaaS Connector Pack,AWELYO4PZE,435.26,7,0.0,Normal Price,95.7572,Positive Outlier,22.0
2273,2274,2021-03-06,Kevin Morrison,United States,Los Angeles,America,NAMER,AmerisourceBergen,1007,Healthcare,SMB,Alchemy,QYYM9KJDZX,1119.984,2,20.0,Lower,377.9946,Positive Outlier,33.75
2274,2275,2020-10-03,Fiona Nolan,United States,New York City,America,NAMER,Sony,1028,Tech,Strategic,ContactMatcher,5ZSJASFKNF,143.432,1,20.0,Lower,3.5858,No Outlier,2.5
2275,2276,2020-10-03,Fiona Nolan,United States,New York City,America,NAMER,Sony,1028,Tech,Strategic,FinanceHub,HY8PI8AE2T,122.352,3,20.0,Lower,13.7646,No Outlier,11.249999999999998
2276,2277,2020-06-27,Sebastian Sharp,Ukraine,Odessa,Europe,EU-EAST,ConocoPhillips,1024,Energy,SMB,Marketing Suite - Gold,99EPICP974,306.2,5,0.0,Normal Price,0.0,No Outlier,0.0
2277,2278,2020-06-27,Sebastian Sharp,Ukraine,Odessa,Europe,EU-EAST,ConocoPhillips,1024,Energy,SMB,ContactMatcher,YXLNTN11DK,85.98,1,0.0,Normal Price,22.3548,No Outlier,26.0
2278,2279,2020-06-27,Sebastian Sharp,Ukraine,Odessa,Europe,EU-EAST,ConocoPhillips,1024,Energy,SMB,Data Smasher,J4FH4PNX40,223.96,4,0.0,Normal Price,53.7504,No Outlier,24.0
2279,2280,2023-10-31,Kimberly Harris,Canada,Toronto,America,NAMER,Intel,1051,Tech,SMB,FinanceHub,TBSDIDF1KL,97.568,2,20.0,Lower,-6.098,No Outlier,-6.25
2280,2281,2023-10-31,Kimberly Harris,Canada,Toronto,America,NAMER,Intel,1051,Tech,SMB,FinanceHub,TJFB0HE5OV,614.272,8,20.0,Lower,-23.0352,Positive Outlier,-3.75
2281,2282,2023-10-31,Kimberly Harris,Canada,Toronto,America,NAMER,Intel,1051,Tech,SMB,Marketing Suite,118C3TCGW0,199.98,2,0.0,Normal Price,37.9962,No Outlier,19.000000000000004
2282,2283,2022-09-04,Carol Berry,Saudi Arabia,Dhahran,Europe,MEA,American Express,1005,Finance,Strategic,Support,MXDJDGQATD,48.16,7,0.0,Normal Price,22.1536,No Outlier,46.00000000000001
2283,2284,2021-03-05,Joseph Cameron,India,Delhi,Asian,IND,Morgan Stanley,1068,Finance,SMB,Site Analytics,UTXBTRUGOT,23.92,2,0.0,Normal Price,6.6976,No Outlier,27.999999999999996
2284,2285,2021-03-05,Joseph Cameron,India,Delhi,Asian,IND,Morgan Stanley,1068,Finance,SMB,OneView,880VFVZVGK,60.69,7,0.0,Normal Price,16.3863,No Outlier,26.999999999999996
2285,2286,2022-05-06,Christian Lyman,South Africa,Johannesburg,Europe,MEA,Phillips 66,1056,Energy,Strategic,Support,TKGDNON3IG,14.352,3,20.0,Lower,5.2026,No Outlier,36.25
2286,2287,2023-11-18,Jacob Vaughan,Spain,Madrid,Europe,EU-WEST,BNP Paribas,1065,Finance,SMB,OneView,NSSAIHB8KM,35.04,2,0.0,Normal Price,12.264,No Outlier,35.0
2287,2288,2023-06-02,Luke Jones,Mexico,Cancun,America,LATAM,Lowes,1060,Retail,Strategic,OneView,2EAK32C2EX,17.48,5,20.0,Lower,1.311,No Outlier,7.5
2288,2289,2023-06-11,Sonia Miller,United States,New York City,America,NAMER,Pfizer,1074,Healthcare,SMB,ChatBot Plugin,RXVZ1YHXSC,16.4,5,0.0,Normal Price,4.756,No Outlier,29.000000000000004
2289,2290,2023-01-09,Karen Welch,Canada,Toronto,America,NAMER,Volkswagen,1046,Manufacturing,Strategic,ContactMatcher,FSZNP6U9W4,892.98,2,0.0,Normal Price,80.3682,Positive Outlier,9.0
2290,2291,2021-04-20,Victor Walsh,Finland,Helsinki,Europe,NOR,Allianz,1080,Finance,Strategic,Site Analytics,C6W52V9SXV,287.97,3,0.0,Normal Price,77.7519,Positive Outlier,27.0
2291,2292,2021-04-20,Victor Walsh,Finland,Helsinki,Europe,NOR,Allianz,1080,Finance,Strategic,SaaS Connector Pack,OGJ1I3N7FU,595.38,6,0.0,Normal Price,297.69,Positive Outlier,50.0
2292,2293,2021-04-20,Victor Walsh,Finland,Helsinki,Europe,NOR,Allianz,1080,Finance,Strategic,Support,A81Z64HB80,12.96,2,0.0,Normal Price,6.2208,No Outlier,47.99999999999999
2293,2294,2021-11-01,Pippa Hunter,United Kingdom,London,Europe,UKIR,Samsung Electronics,1015,Tech,Strategic,Site Analytics,L92ZU9D71W,4.95,1,0.0,Normal Price,1.3365,No Outlier,27.0
2294,2295,2023-12-24,Carol Berry,Saudi Arabia,Dhahran,Europe,MEA,American Express,1005,Finance,Strategic,SaaS Connector Pack,XJDH6KH9J4,181.95,3,0.0,Normal Price,38.2095,No Outlier,21.0
2295,2296,2021-11-01,Carolyn Murray,United Kingdom,London,Europe,UKIR,United Parcel Service,1090,Transportation,SMB,Support,FHN2DS2Z69,13.52,4,0.0,Normal Price,6.2192,No Outlier,46.0
2296,2297,2021-11-01,Carolyn Murray,United Kingdom,London,Europe,UKIR,United Parcel Service,1090,Transportation,SMB,SaaS Connector Pack,61DJ6C1X67,259.7,5,0.0,Normal Price,106.477,Positive Outlier,41.0
2297,2298,2021-11-01,Carolyn Murray,United Kingdom,London,Europe,UKIR,United Parcel Service,1090,Transportation,SMB,Site Analytics,HTAQT9FY8O,42.95,1,0.0,Normal Price,1.2885,No Outlier,3.0
2298,2299,2021-11-01,Carolyn Murray,United Kingdom,London,Europe,UKIR,United Parcel Service,1090,Transportation,SMB,Data Smasher,NZ8IR3WXT0,1399.93,7,0.0,Normal Price,601.9699,Positive Outlier,43.0
2299,2300,2021-11-01,Carolyn Murray,United Kingdom,London,Europe,UKIR,United Parcel Service,1090,Transportation,SMB,Site Analytics,G5PQXFNPSI,503.96,4,0.0,Normal Price,125.99,Positive Outlier,25.0
2300,2301,2020-11-14,Pippa Morrison,Brazil,Brasília,America,LATAM,Sysco,1084,Consumer Products,SMB,ContactMatcher,RS6FNOG2K5,12.72,3,0.0,Normal Price,6.36,No Outlier,50.0
2301,2302,2020-11-14,Pippa Morrison,Brazil,Brasília,America,LATAM,Sysco,1084,Consumer Products,SMB,ContactMatcher,4DMASI6XEA,11.52,4,0.0,Normal Price,5.6448,No Outlier,49.00000000000001
2302,2303,2022-01-17,Richard Carr,Finland,Helsinki,Europe,NOR,Petrobras,1018,Energy,Strategic,Data Smasher,3IK1RLTB5R,316.0,4,0.0,Normal Price,31.6,No Outlier,10.0
2303,2304,2023-09-18,Joshua Lyman,Finland,Helsinki,Europe,NOR,Fannie Mae,1035,Finance,Enterprise,FinanceHub,X9QUDNL1QD,723.92,4,0.0,Normal Price,188.2192,Positive Outlier,26.0
2304,2305,2023-09-18,Joshua Lyman,Finland,Helsinki,Europe,NOR,Fannie Mae,1035,Finance,Enterprise,Support,OAM0H9AW3M,106.32,3,0.0,Normal Price,49.9704,No Outlier,47.0
2305,2306,2022-12-24,Trevor Clark,Australia,Sydney,Asian,ANZ,Allianz,1080,Finance,Strategic,Marketing Suite,AY8QX8DP17,141.372,2,30.0,Middle,-14.1372,No Outlier,-10.0
2306,2307,2021-08-06,Irene Smith,Japan,Tokyo,Asian,JAPN,Toyota Motor,1087,Manufacturing,Strategic,Support,3ELPZWTIRF,27.216,3,20.0,Lower,9.8658,No Outlier,36.25
2307,2308,2023-11-06,Tracey Skinner,United Kingdom,London,Europe,UKIR,Comcast,1022,Communications,SMB,Data Smasher,XZNKCRRPWL,390.75,5,0.0,Normal Price,171.93,Positive Outlier,44.0
2308,2309,2023-06-12,Natalie Newman,Chile,Santiago,America,LATAM,Nestle,1089,Consumer Products,Enterprise,FinanceHub,FEYPGZVZ6U,280.792,1,20.0,Lower,35.099,No Outlier,12.5
2309,2310,2023-06-12,Natalie Newman,Chile,Santiago,America,LATAM,Nestle,1089,Consumer Products,Enterprise,Marketing Suite - Gold,XSFSS7QBYC,68.448,4,20.0,Lower,7.7004,No Outlier,11.250000000000002
2310,2311,2023-06-12,Natalie Newman,Chile,Santiago,America,LATAM,Nestle,1089,Consumer Products,Enterprise,ChatBot Plugin,2D04PKL2QJ,88.04,5,20.0,Lower,6.603,No Outlier,7.5
2311,2312,2023-06-12,Natalie Newman,Chile,Santiago,America,LATAM,Nestle,1089,Consumer Products,Enterprise,ChatBot Plugin,2C2N4JF6Z2,15.872,1,20.0,Lower,1.984,No Outlier,12.5
2312,2313,2023-06-12,Natalie Newman,Chile,Santiago,America,LATAM,Nestle,1089,Consumer Products,Enterprise,Marketing Suite - Gold,TZBY98OG6Y,215.592,3,20.0,Lower,-48.5082,Negative Outlier,-22.5
2313,2314,2023-07-21,Max Hardacre,Croatia,Zagreb,Europe,EU-WEST,China National Petroleum,1023,Energy,Strategic,FinanceHub,EG7FR3FTOI,14.62,2,0.0,Normal Price,6.8714,No Outlier,47.0
2314,2315,2023-07-21,Max Hardacre,Croatia,Zagreb,Europe,EU-WEST,China National Petroleum,1023,Energy,Strategic,OneView,S2H6I3VQBS,416.32,2,0.0,Normal Price,112.4064,Positive Outlier,27.0
2315,2316,2023-07-21,Max Hardacre,Croatia,Zagreb,Europe,EU-WEST,China National Petroleum,1023,Energy,Strategic,ContactMatcher,U5Y3V13FS5,43.0,5,0.0,Normal Price,20.21,No Outlier,47.0
2316,2317,2023-07-21,Max Hardacre,Croatia,Zagreb,Europe,EU-WEST,China National Petroleum,1023,Energy,Strategic,FinanceHub,FU22YM8TII,182.94,3,0.0,Normal Price,27.441,No Outlier,15.0
2317,2318,2023-07-21,Max Hardacre,Croatia,Zagreb,Europe,EU-WEST,China National Petroleum,1023,Energy,Strategic,ContactMatcher,136M8Y522R,60.83,7,0.0,Normal Price,30.415,No Outlier,50.0
2318,2319,2023-07-21,Max Hardacre,Croatia,Zagreb,Europe,EU-WEST,China National Petroleum,1023,Energy,Strategic,Data Smasher,PE6FYJN44H,389.97,3,0.0,Normal Price,132.5898,Positive Outlier,34.0
2319,2320,2021-12-23,Wanda Gill,Spain,Murcia,Europe,EU-WEST,Verizon Communications,1094,Communications,SMB,OneView,JS3RERJ0ZV,194.32,4,0.0,Normal Price,56.3528,No Outlier,29.000000000000004
2320,2321,2023-03-21,Harry McGrath,Canada,Toronto,America,NAMER,Valero Energy,1093,Energy,Strategic,Data Smasher,DOUSUUTC1J,265.93,7,0.0,Normal Price,63.8232,No Outlier,24.0
2321,2322,2021-12-31,Max Ross,Ireland,Dublin,Europe,UKIR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,PZLMXFMGLN,94.74,3,0.0,Normal Price,44.5278,No Outlier,47.0
2322,2323,2021-12-31,Max Ross,Ireland,Dublin,Europe,UKIR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,N9D4SZGCZG,60.64,4,0.0,Normal Price,27.8944,No Outlier,46.0
2323,2324,2021-12-31,Max Ross,Ireland,Dublin,Europe,UKIR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,I9GGVUXLWI,76.3,5,0.0,Normal Price,38.15,No Outlier,50.0
2324,2325,2021-12-31,Max Ross,Ireland,Dublin,Europe,UKIR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,5Z8VJ3UZ0T,364.8,12,0.0,Normal Price,167.808,Positive Outlier,46.0
2325,2326,2021-09-15,James Terry,United Kingdom,London,Europe,UKIR,BNP Paribas,1065,Finance,Strategic,ContactMatcher,ZH8TL1OFKB,79.872,3,20.0,Lower,29.952,No Outlier,37.5
2326,2327,2021-09-15,James Terry,United Kingdom,London,Europe,UKIR,BNP Paribas,1065,Finance,Strategic,Marketing Suite,8NSEB440F2,46.384,1,20.0,Lower,1.1596,No Outlier,2.5
2327,2328,2021-09-15,James Terry,United Kingdom,London,Europe,UKIR,BNP Paribas,1065,Finance,Strategic,Support,PTDITSVWPV,12.96,2,0.0,Normal Price,6.2208,No Outlier,47.99999999999999
2328,2329,2023-09-24,Carl Ince,Russia,Nizhny Novogorod,Europe,EU-EAST,Intel,1051,Tech,Enterprise,SaaS Connector Pack - Gold,N45TH8GYNU,14.352,3,20.0,Lower,5.2026,No Outlier,36.25
2329,2330,2021-12-25,Faith Blake,France,Paris,Europe,EU-WEST,Bank of America Corp.,1011,Finance,Strategic,SaaS Connector Pack,98PY2DU6GL,547.136,4,20.0,Lower,-68.392,Negative Outlier,-12.5
2330,2331,2022-09-25,Richard Davidson,United States,New York City,America,NAMER,Intel,1051,Tech,Strategic,Marketing Suite - Gold,6S89PSGYJH,41.96,2,0.0,Normal Price,2.9372,No Outlier,6.999999999999999
2331,2332,2022-09-25,Richard Davidson,United States,New York City,America,NAMER,Intel,1051,Tech,Strategic,Support,7Y0ZR6MAQA,41.7,5,0.0,Normal Price,20.85,No Outlier,50.0
2332,2333,2023-03-22,Leonard Cameron,India,Mumbai,Asian,IND,Aviva,1006,Finance,SMB,Support,1TB56ANDHL,277.4,5,0.0,Normal Price,133.152,Positive Outlier,48.0
2333,2334,2023-03-22,Leonard Cameron,India,Mumbai,Asian,IND,Aviva,1006,Finance,SMB,Support,I6S5TX6330,5.78,1,0.0,Normal Price,2.8322,No Outlier,48.99999999999999
2334,2335,2020-09-30,Frank Hart,South Africa,Johannesburg,Europe,MEA,AT&T,1010,Communications,SMB,OneView,KHXP60XXBY,69.216,6,20.0,Lower,11.2476,No Outlier,16.25
2335,2336,2023-12-11,Jasmine Springer,Saudi Arabia,Riyadh,Europe,MEA,Comcast,1022,Communications,SMB,SaaS Connector Pack - Gold,LPEJBEXKGL,10.86,3,0.0,Normal Price,5.1042,No Outlier,47.0
